Company,Liquidity Score,Price,Trading Days (90d),Participation,AvgDailyValue30d,AvgDailyValue30dUSD,InvestableCapacity20USD,TradeCount30,StaleVolumeDays30d,ClippedValueDays30d,MedianTradedValueUSD,TradedValueCapUSD,Date,Country,Regime,RawLiquidity,NormLiquidity,Rank,Selected,RebalanceDate
REDEFINE PROPERTIES (SOUTH AFRICA),2513766666.6666665,458.0,90,0.6666666666666666,5655975000.0,5655975000.0,1131195000.0,20.0,0,12,7476090000.0,47381032399.999756,2025-06-30,SOUTH AFRICA,HIGH,2513766666.6666665,5.0,1.0,True,2025-06-30
BLUE LABEL TELECOMS (SOUTH AFRICA),1585673629.6296294,1430.0,90,0.6666666666666666,3567765666.6666665,3567765666.6666665,713553133.3333334,20.0,0,12,573440000.0,9953015999.999994,2025-06-30,SOUTH AFRICA,HIGH,1585673629.6296294,5.0,2.0,True,2025-06-30
NASPERS (SOUTH AFRICA),1022861792.9037037,1103.08,90,0.6666666666666666,2301439034.0333333,2301439034.0333333,460287806.8066667,20.0,0,12,1929106000.0,10086339415.9999,2025-06-30,SOUTH AFRICA,HIGH,1022861792.9037037,3.925059201972172,3.0,True,2025-06-30
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),693102675.3950398,81.25,90,0.6,1925285209.4306662,1925285209.4306662,385057041.88613325,18.0,0,12,440731430.68500006,5032406560.234988,2025-06-30,NIGERIA,MID,693102675.3950398,5.0,4.0,True,2025-06-30
ZENITH BANK NIGERIA (NIGERIA),623847449.5811545,56.95,90,0.6,1732909582.1698737,1732909582.1698737,346581916.43397474,18.0,0,12,409862105.125,4880431652.346212,2025-06-30,NIGERIA,MID,623847449.5811545,5.0,5.0,True,2025-06-30
PPC (SOUTH AFRICA),506747163.1111111,517.0,90,0.6666666666666666,1140181117.0,1140181117.0,228036223.4,20.0,0,12,887550000.0,11357100799.999966,2025-06-30,SOUTH AFRICA,HIGH,506747163.1111111,1.9445565661379762,6.0,True,2025-06-30
MTN NIGERIA (NIGERIA),473174545.68119997,357.5,90,0.6,1314373738.0033333,1314373738.0033333,262874747.60066667,18.0,0,8,220904196.9,5729324289.187483,2025-06-30,NIGERIA,MID,473174545.68119997,5.0,7.0,True,2025-06-30
GRINDROD (SOUTH AFRICA),450921710.9629629,1247.0,90,0.6666666666666666,1014573849.6666666,1014573849.6666666,202914769.93333334,20.0,0,12,491754680.0,5690519599.999997,2025-06-30,SOUTH AFRICA,HIGH,450921710.9629629,1.7303358315494717,8.0,True,2025-06-30
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),448886195.2296295,800.9,90,0.6666666666666666,1009993939.2666665,1009993939.2666665,201998787.85333332,20.0,0,12,383803800.0,1949740079.9999967,2025-06-30,SOUTH AFRICA,HIGH,448886195.2296295,1.722524884053624,9.0,True,2025-06-30
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),419846276.28482974,35.4,90,0.6,1166239656.3467493,1166239656.3467493,233247931.26934987,18.0,0,12,127064246.29999998,3088697665.1762385,2025-06-30,NIGERIA,MID,419846276.28482974,5.0,10.0,True,2025-06-30
GOLD FIELDS (SOUTH AFRICA),408083154.4533333,415.78,90,0.6666666666666666,918187097.52,918187097.52,183637419.504,20.0,0,12,311082200.0,2049689159.999999,2025-06-30,SOUTH AFRICA,HIGH,408083154.4533333,1.5659501133675469,11.0,True,2025-06-30
